"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Panama,PAN,88.66000366
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Papua New Guinea,PNG,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Paraguay,PRY,78.40000153
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Peru,PER,73.40000153
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Philippines,PHL,85.7820282
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Poland,POL,98.37631989
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Portugal,PRT,95.68202972
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Post-demographic dividend,PST,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Pre-demographic dividend,PRE,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Puerto Rico (US),PRI,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Qatar,QAT,90.41580963
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Romania,ROU,98.87000275
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Russia,RUS,99.81999969
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Rwanda,RWA,82.52805328
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Samoa,WSM,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",San Marino,SMR,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Sao Tome and Principe,STP,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Saudi Arabia,SAU,86.57434082
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Senegal,SEN,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Serbia,SRB,98.62391663
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Seychelles,SYC,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Sierra Leone,SLE,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Singapore,SGP,90.23000336
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Sint Maarten (Dutch part),SXM,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Slovak Republic,SVK,99.79260254
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Slovenia,SVN,99.71337128
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Small states,SST,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Solomon Islands,SLB,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Somalia,SOM,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",South Africa,ZAF,87.98999786
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",South Asia,SAS,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",South Asia (IDA & IBRD),TSA,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",South Sudan,SSD,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Spain,ESP,94.05696106
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Sri Lanka,LKA,87.41138458
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",St. Kitts and Nevis,KNA,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",St. Lucia,LCA,55.43758011
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",St. Martin (French part),MAF,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",St. Vincent and the Grenadines,VCT,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Sub-Saharan Africa,SSF,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Sub-Saharan Africa (excluding high income),SSA,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Sub-Saharan Africa (IDA & IBRD countries),TSS,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Sudan,SDN,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Suriname,SUR,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Sweden,SWE,99.99589539
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Switzerland,CHE,99.66495514
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Syrian Arab Republic,SYR,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Tajikistan,TJK,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Tanzania,TZA,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Thailand,THA,70.35601807
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Timor-Leste,TLS,58.01480103
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Togo,TGO,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Tonga,TON,100
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Trinidad and Tobago,TTO,99.31035614
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Tunisia,TUN,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Turkiye,TUR,85.05006409
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Turkmenistan,TKM,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Turks and Caicos Islands,TCA,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Tuvalu,TUV,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Uganda,UGA,86.4019928
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Ukraine,UKR,100
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",United Arab Emirates,ARE,92.69000244
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",United Kingdom,GBR,100
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",United States,USA,97.28618622
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Upper middle income,UMC,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Uruguay,URY,92.08999634
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Uzbekistan,UZB,100
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Vanuatu,VUT,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Venezuela, RB",VEN,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Viet Nam,VNM,85.58987427
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Virgin Islands (U.S.),VIR,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",West Bank and Gaza,PSE,91.27729797
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",World,WLD,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Yemen, Rep.",YEM,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Zambia,ZMB,88.50339508
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Zimbabwe,ZWE,94.82433319
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Afghanistan,AFG,9.460000038
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Africa Eastern and Southern,AFE,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Africa Western and Central,AFW,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Albania,ALB,51.84251022
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Algeria,DZA,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",American Samoa,ASM,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Andorra,AND,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Angola,AGO,22.04918671
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Antigua and Barbuda,ATG,73.7143631
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Arab World,ARB,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Argentina,ARG,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Armenia,ARM,94.71746063
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Aruba,ABW,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Australia,AUS,81.12999725
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Austria,AUT,81.45424652
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Azerbaijan,AZE,92.0473938
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Bahamas, The",BHS,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Bahrain,BHR,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Bangladesh,BGD,33.65999985
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Barbados,BRB,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Belarus,BLR,97.52568817
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Belgium,BEL,74.24768066
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Belize,BLZ,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Benin,BEN,6.466070175
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Bermuda,BMU,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Bhutan,BTN,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Bolivia,BOL,49.70999908
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Bosnia and Herzegovina,BIH,71.14981842
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Botswana,BWA,44.22937393
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Brazil,BRA,53.54000092
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",British Virgin Islands,VGB,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Brunei Darussalam,BRN,70.84076691
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Bulgaria,BGR,78.42477417
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Burkina Faso,BFA,6.349400043
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Burundi,BDI,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Cabo Verde,CPV,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Cambodia,KHM,11.5267601
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Cameroon,CMR,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Canada,CAN,86.51999664
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Caribbean small states,CSS,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Cayman Islands,CYM,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Central African Republic,CAF,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Central Europe and the Baltics,CEB,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Chad,TCD,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Channel Islands,CHI,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Chile,CHL,66.99723816
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",China,CHN,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Colombia,COL,53.70000076
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Comoros,COM,18.91939545
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Congo, Dem. Rep.",COD,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Congo, Rep.",COG,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Costa Rica,CRI,40.04000092
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Cote d'Ivoire,CIV,16.80999947
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Croatia,HRV,79.10948181
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Cuba,CUB,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Curacao,CUW,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Cyprus,CYP,76.44421387
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Czechia,CZE,91.43441772
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Denmark,DNK,77.07692719
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Djibouti,DJI,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Dominica,DMA,52.51092911
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Dominican Republic,DOM,42.81000137
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Early-demographic dividend,EAR,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",East Asia & Pacific,EAS,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",East Asia & Pacific (excluding high income),EAP,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",East Asia & Pacific (IDA & IBRD countries),TEA,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Ecuador,ECU,45.43000031
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Egypt, Arab Rep.",EGY,51.78754807
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",El Salvador,SLV,35.02000046
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Equatorial Guinea,GNQ,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Eritrea,ERI,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Estonia,EST,85.84083557
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Eswatini,SWZ,15.08833122
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Ethiopia,ETH,11.8107729
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Euro area,EMU,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Europe & Central Asia,ECS,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Europe & Central Asia (excluding high income),ECA,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Europe & Central Asia (IDA & IBRD countries),TEC,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",European Union,EUU,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Faroe Islands,FRO,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Fiji,FJI,25.9282608
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Finland,FIN,80.73451233
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Fragile and conflict affected situations,FCS,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",France,FRA,76.73967743
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",French Polynesia,PYF,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Gabon,GAB,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Gambia, The",GMB,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Georgia,GEO,92.41353607
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Germany,DEU,80.94004822
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Ghana,GHA,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Gibraltar,GIB,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Greece,GRC,67.11533356
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Greenland,GRL,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Grenada,GRD,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Guam,GUM,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Guatemala,GTM,16.77078056
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Guinea,GIN,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Guinea-Bissau,GNB,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Guyana,GUY,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Haiti,HTI,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Heavily indebted poor countries (HIPC),HPC,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",High income,HIC,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Honduras,HND,14.50544739
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Hong Kong SAR, China",HKG,64.8975296
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Hungary,HUN,81.41026306
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",IBRD only,IBD,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Iceland,ISL,79.73396301
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",IDA & IBRD total,IBT,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",IDA blend,IDB,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",IDA only,IDX,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",IDA total,IDA,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",India,IND,21.38101959
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Indonesia,IDN,39.55766678
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Iran,IRN,44.33905792
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Iraq,IRQ,22.92859268
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Ireland,IRL,79.08474731
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Isle of Man,IMN,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Israel,ISR,85.19333649
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Italy,ITA,52.43790054
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Jamaica,JAM,63.89427567
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Japan,JPN,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Jordan,JOR,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Kazakhstan,KAZ,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Kenya,KEN,43.90765762
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Kiribati,KIR,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",North Korea,PRK,79.33777618
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",South Korea,KOR,79.33777618
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Kosovo,XKX,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Kuwait,KWT,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Kyrgyz Republic,KGZ,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Lao PDR,LAO,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Late-demographic dividend,LTE,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Latin America & Caribbean,LCN,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Latin America & Caribbean (excluding high income),LAC,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Latin America & the Caribbean (IDA & IBRD countries),TLA,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Latvia,LVA,88.15616608
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Least developed countries: UN classification,LDC,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Lebanon,LBN,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Lesotho,LSO,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Liberia,LBR,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Libya,LBY,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Liechtenstein,LIE,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Lithuania,LTU,91.1113205
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Low & middle income,LMY,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Low income,LIC,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Lower middle income,LMC,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Luxembourg,LUX,76.92240143
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Macao SAR, China",MAC,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Madagascar,MDG,8.873370171
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Malawi,MWI,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Malaysia,MYS,76.28696442
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Maldives,MDV,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Mali,MLI,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Malta,MLT,53.192173
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Marshall Islands,MHL,48.3935318
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Mauritania,MRT,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Mauritius,MUS,50.31087112
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Mexico,MEX,39.35772705
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Micronesia, Fed. Sts.",FSM,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Middle East, North Africa, Afghanistan & Pakistan",MEA,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Middle income,MIC,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Moldova,MDA,74.76000214
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Monaco,MCO,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Mongolia,MNG,80.88768768
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Montenegro,MNE,59.25879288
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Morocco,MAR,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Mozambique,MOZ,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Myanmar,MMR,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Namibia,NAM,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Nauru,NRU,31.46696472
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Nepal,NPL,12.84918976
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Netherlands,NLD,73.85083008
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",New Caledonia,NCL,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",New Zealand,NZL,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Nicaragua,NIC,52.34965134
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Niger,NER,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Nigeria,NGA,43.93153
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",North America,NAC,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",North Macedonia,MKD,69.53294373
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Northern Mariana Islands,MNP,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Norway,NOR,75.26433563
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Not classified,INX,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",OECD members,OED,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Oman,OMN,49.05489731
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Other small states,OSS,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Pacific island small states,PSS,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Pakistan,PAK,26.79071999
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Palau,PLW,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Panama,PAN,51.43999863
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Papua New Guinea,PNG,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Paraguay,PRY,42.47000122
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Peru,PER,54.83000183
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Philippines,PHL,32.43108368
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Poland,POL,87.80781555
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Portugal,PRT,47.28588867
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Post-demographic dividend,PST,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Pre-demographic dividend,PRE,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Puerto Rico (US),PRI,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Qatar,QAT,49.13273621
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Romania,ROU,72.16999817
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Russia,RUS,92.18000031
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Rwanda,RWA,15.81875134
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Samoa,WSM,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",San Marino,SMR,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Sao Tome and Principe,STP,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Saudi Arabia,SAU,63.3182869
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Senegal,SEN,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Serbia,SRB,74.19098663
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Seychelles,SYC,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Sierra Leone,SLE,..
